date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,views,comments,likes,dislikes,shares,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,annotation_impressions,annotation_clickable_impressions,annotation_clicks,annotation_click_through_rate,annotation_closable_impressions,annotation_closes,annotation_close_rate,card_teaser_impressions,card_teaser_clicks,card_teaser_click_rate,card_impressions,card_clicks,card_click_rate,subscribers_gained,subscribers_lost,videos_added_to_playlists,videos_removed_from_playlists,red_views,red_watch_time_minutes
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,NA,3599,417,630,20,289,8471.265161484234,2957.3737353444976,0.970135,586,20,183,0.10021797924977616,31,48,0.02032240032831889,659,245,0.3581669120755231,914,43,0.09757300997471319,802,367,11,357,46,6540.362300473539
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,9388,486,274,256,404,400.49907354268277,1152.950720684436,0.261349,737,198,240,0.8987063617567012,235,34,0.3673327834791016,810,463,0.5058955672317353,550,148,0.6556640460128802,403,489,406,122,362,8707.983508375763
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,2219,177,495,937,423,71.6264212435036,578.5542408088303,0.549167,407,176,177,0.7774610489273193,451,217,0.33960816128785876,709,301,0.5976701780531821,837,139,0.8674797493612855,691,166,685,29,714,9435.783956251207
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,2376,309,723,592,362,1052.3358854315657,2837.6397410431423,0.630362,342,399,1,0.7065200087284308,332,87,0.09351451238823971,863,191,0.9830250974552561,171,35,0.2639477064906093,338,211,499,135,513,7026.16094205632
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,9704,340,532,739,138,9953.099984469762,1648.053329426522,0.370375,275,63,87,0.09637361937206135,114,203,0.7528397839616032,344,153,0.42116042907673656,305,54,0.482698592138321,641,99,81,154,824,1876.4193714050548
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,VC,9253,267,557,337,403,5478.118954286674,1878.0782129157635,0.104657,314,228,143,0.6991321183321443,52,99,0.17810196881288898,221,34,0.2770646190707564,980,333,0.2446137167654442,247,377,806,463,803,6374.318518687893
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,KR,7757,407,195,417,235,1801.0126518106795,1884.755174521138,0.069344,376,166,36,0.9428194999765903,454,188,0.7070766368926658,494,253,0.24966615201203168,182,316,0.6409521610994136,3,437,47,90,772,6925.307915995671
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,7556,458,600,364,335,8115.986329890732,1421.0973031241444,0.89472,65,352,116,0.9515774896397754,332,179,0.7945136713730441,559,187,0.05223097127392573,790,497,0.8588926133453745,189,356,961,198,25,9258.839627063544
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,IN,8478,77,888,636,276,1436.6764272224452,1932.7754617483347,0.04164,516,280,202,0.004853183951860629,110,145,0.9704854909679439,760,54,0.8352633041801085,691,377,0.594114155435671,84,270,680,316,214,734.7188448165032
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,GA,4655,120,683,882,340,4465.818216090842,1225.073981820085,0.91462,92,164,16,0.551286284562403,247,173,0.8152836691029315,337,303,0.11214504725045382,17,4,0.11860014912092409,573,140,993,316,601,1660.6496067571863
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,BY,5456,34,343,994,338,5197.686059847192,439.7347206901728,0.972476,775,137,119,0.7712202703723432,237,157,0.786666199242965,911,309,0.1471486324408583,158,117,0.6824823634377438,480,225,653,405,457,1906.1760001152072
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,7460,250,348,560,166,8981.337342285206,2823.1798004070683,0.512212,395,167,207,0.6377493033087718,79,118,0.8453703611684863,830,401,0.6669303027493402,678,323,0.06561844439751618,12,64,817,151,895,1224.6606257744452
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,PL,4783,318,111,498,288,3316.718069292642,1158.407981499463,0.919066,863,427,132,0.31045936678397423,471,206,0.6955855502335969,78,202,0.4625264361549578,147,219,0.9120015019583463,216,203,765,340,169,5112.347955725418
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,KM,8125,269,741,347,27,1421.5418890026333,2680.7966578082,0.901552,929,35,101,0.2876574715829727,396,141,0.33000078203130023,733,493,0.8374135930281317,752,68,0.6430093971600229,270,131,337,282,30,4489.498502578504
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,5587,255,496,562,496,2383.357634508929,23.710567992675678,0.689553,43,125,63,0.2558741311752687,141,89,0.9487142028735335,45,266,0.03342004501323348,305,409,0.2788383973493661,495,282,111,43,100,5191.301402629999
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,906,406,177,542,385,1257.4679491425645,308.3941762419512,0.741727,275,437,246,0.8889750680006744,236,10,0.6778040960772448,845,398,0.5359222617594411,445,246,0.27235764787037475,224,82,901,187,809,9514.701418919798
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,3168,329,467,740,164,1296.596425641915,2126.1132695596725,0.158053,362,231,160,0.17696305143833158,222,12,0.09404094073190705,422,19,0.446123198756352,190,364,0.033152654954259675,772,40,504,34,405,5800.472756969223
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,2963,137,901,12,434,8436.325100179893,1781.8695190403052,0.343692,393,306,212,0.26866818977410345,303,230,0.6156913142505634,134,342,0.5870217965766595,485,227,0.3146817463663196,152,63,747,270,793,4889.838950009646
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,250,116,657,97,15,4444.072494764966,492.56477085686265,0.124991,572,142,19,0.7788216951798451,257,233,0.5466524184253805,686,354,0.5815609323810395,912,223,0.12933711474891496,608,224,7,33,954,9514.170881056125
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,VU,6566,287,728,384,442,4944.392091978744,1014.3282124942846,0.693396,403,310,221,0.2897296388117422,425,142,0.638183672425326,607,365,0.2966597405336938,115,15,0.9669389866120746,299,226,300,403,876,1876.5460336705319
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,RO,2547,360,910,0,184,6706.3596846887285,379.1652708262777,0.695757,20,366,100,0.054558574118237724,474,217,0.4302297036348506,982,179,0.8565066954037462,390,221,0.05362680199845904,765,46,467,252,13,9907.105283245259
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,9161,472,631,250,24,8714.940703400847,75.98588641631888,0.078087,956,385,211,0.1198726029588334,375,68,0.18072158228025303,64,241,0.5451292538601578,386,375,0.55035166516759,82,87,338,135,435,9170.235439309161
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,AD,53,355,87,678,124,8570.30833162514,261.98269015112584,0.76968,123,403,104,0.9747937961261681,126,81,0.44280841980940366,302,9,0.8366109080613332,224,134,0.8578278846817892,251,421,627,68,228,419.3597381460701
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,6750,426,304,25,415,4916.599652410798,2971.053094869819,0.819156,284,323,7,0.4288978869406268,375,145,0.7486756874288116,786,72,0.8163722697972916,578,451,0.20870171045563557,63,483,160,172,216,8852.928976437293
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,NG,6578,148,780,407,297,4329.794354779779,713.9804830711539,0.9763,854,221,222,0.9976038996764393,72,77,0.8912708616117414,769,478,0.33785758315843306,313,32,0.615190290307664,372,130,279,100,149,4662.115560171977
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,PG,202,404,842,255,77,2742.6661103187034,2971.681390262016,0.594389,336,416,220,0.6247151768249125,91,40,0.19426721505600875,999,286,0.22851062344085527,602,305,0.13344319364200907,794,207,160,280,357,5097.9621072391565
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,8105,350,624,275,426,2873.4376882564015,2762.3760118994614,0.704884,242,118,189,0.7522834134364608,359,184,0.9262814037041245,857,286,0.6998224539713369,774,391,0.2962660232365727,937,237,827,363,111,2553.2790282786846
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,DJ,5561,448,843,122,226,4331.730107528643,1024.0610378313297,0.365516,907,440,136,0.34743807322780074,458,179,0.758912733185501,876,343,0.08091472994258964,326,316,0.14565953726019398,658,291,474,421,267,5556.5446912890375
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,HT,9911,198,783,783,278,4268.83034497787,2836.535434450264,0.169171,934,439,244,0.03572360580244016,473,196,0.9961553938650801,661,496,0.6774219834545808,670,63,0.15599260696899397,502,0,915,183,572,3118.134125518378
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,NZ,6407,190,688,62,92,2009.676572183825,2912.878084378286,0.587407,130,243,204,0.1638956801905519,184,159,0.6690497430909007,40,452,0.7271373138788962,155,31,0.185243615220968,842,278,941,478,68,7065.3751872172425
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,ZA,9013,191,899,936,126,6675.433289251946,2208.9908917397897,0.034828,556,265,98,0.6733573442797792,146,159,0.6457793731685879,232,105,0.18415526429823426,106,481,0.14959678645820096,344,162,178,331,920,5928.174556605996
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,PW,3145,47,701,719,380,1130.9683232904056,1057.7022666936193,0.987365,130,28,74,0.7000442041634922,262,95,0.7841153587993679,16,38,0.7573918527355077,917,340,0.5738979169989293,109,175,441,158,445,7678.457693193172
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,4429,255,195,196,436,2247.2255080059567,1499.659225131955,0.061222,822,482,179,0.35925503316632756,27,99,0.8634018219798771,603,400,0.8595993105839802,661,191,0.9469992391610499,85,426,68,281,933,3448.0409285283
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,6655,8,776,53,330,2760.4229920397192,1749.59098855611,0.604972,875,195,77,0.13804717492560137,81,186,0.410392272295913,726,80,0.9772406850401147,778,28,0.03678789773890545,228,186,224,327,56,7571.831549865054
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,TN,3140,390,606,340,125,4245.804824867687,389.54631000687266,0.799451,162,288,221,0.23321518068709257,43,59,0.5138888367974614,234,17,0.22248075435939918,871,255,0.5807142073449967,475,39,946,445,26,9162.58310166446
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,SL,8287,36,82,203,479,1823.152187584528,1427.050454070711,0.260322,184,344,164,0.3413125842102336,263,149,0.740922495134804,396,393,0.28124928494552415,896,71,0.7274557539735896,673,90,594,326,429,3439.1040952752237
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,NI,4617,242,250,716,482,6227.522501360553,1785.1582972011604,0.796514,359,152,6,0.17265039156641182,242,45,0.9467375616740125,25,331,0.16814756750074078,410,348,0.9429414962710531,922,260,898,196,693,2303.022372019483
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,GQ,3205,184,927,797,300,2779.221602500187,212.10724808186166,0.165943,411,107,244,0.18875825742751873,440,236,0.43721352967128313,334,316,0.9213958958085919,952,300,0.022340690066862456,409,152,579,65,357,4857.07103365933
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,GR,5988,119,522,336,9,5244.9207997231415,2978.6760980268627,0.433487,193,297,42,0.4270480295068937,206,130,0.2571246517159522,478,463,0.17202825659594811,347,388,0.017860598213170764,269,233,222,254,212,298.97049853532695
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,9211,402,312,157,165,8623.02731737314,1529.4583904889844,0.36274,807,200,148,0.33161010196166385,327,151,0.0290200861583495,787,44,0.5214369066644756,985,102,0.1707433648625568,431,335,419,471,233,9945.798273992948
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,ZW,4176,185,497,439,309,6059.530722936246,2071.7315553003027,0.977855,997,205,177,0.3802408824432363,112,136,0.24982160628665384,977,69,0.5633157904125562,94,441,0.06819780171224044,810,240,587,367,935,9441.897944465916
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,9313,8,74,794,500,2080.0880988446534,2910.067121703639,0.575642,322,377,202,0.3624747001540465,369,21,0.20163943812567708,674,373,0.5514471193837389,793,31,0.9932197867236063,591,330,471,440,500,4824.2556922368
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,AL,7594,354,512,706,32,2330.466416006901,1789.9239033022889,0.111586,736,10,249,0.8248480207739692,180,26,0.3984835264789216,817,445,0.0008362796881875578,112,5,0.780903049946402,802,211,524,194,420,9273.379428618313
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,676,80,623,712,96,6215.769683935981,1346.5480281218165,0.584101,986,51,156,0.4974053480987999,103,164,0.4444606465688913,515,321,0.7722171554909538,127,20,0.28788113775554647,39,106,952,99,88,4786.990659837607
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,5854,79,777,187,121,4543.6887489880455,2524.750483380115,0.19595,751,299,60,0.06114614102319571,330,150,0.3624961045673375,915,302,0.3517814596158493,114,455,0.12743605498910038,142,153,982,68,44,7034.854990904179
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,8433,220,484,678,379,6486.316260143677,756.6887112449575,0.6309,501,381,186,0.5575826669589004,122,80,0.2496302886942312,895,146,0.3376599189332051,731,360,0.8919359537234888,410,227,49,103,939,5747.992519859271
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,4826,61,864,346,164,2205.9459409711103,2128.068864266567,0.807226,873,255,42,0.18421745606693662,10,89,0.2946929392104004,706,152,0.45300479249887926,641,479,0.23501594689899008,916,252,642,351,777,2581.1779600425343
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,GT,2989,464,650,996,288,2253.6672398204105,1561.731038734341,0.577011,126,152,78,0.4362162356150576,0,183,0.34357152428911064,94,251,0.18775846689850828,684,280,0.12652441508465784,197,46,675,415,552,3526.6807078625375
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,6427,311,445,488,198,1776.5343473552741,2684.300500745977,0.494492,226,288,22,0.7730482482942663,454,161,0.7542103149545428,884,372,0.5703393273508579,945,22,0.5314959293376598,673,203,936,89,218,8420.526049361908
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,4714,105,0,50,248,5423.620383033525,134.03627873960866,0.528181,123,279,245,0.5498443358523202,162,248,0.23119532931190812,965,263,0.13558379052315872,301,333,0.2990805424292491,83,212,594,8,815,3117.45293679201
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,7539,335,750,252,352,9307.056542324413,2083.780043320165,0.364033,837,295,217,0.22865839245803388,33,170,0.9054640918546134,523,331,0.1101876998264022,774,379,0.5170942100535381,15,317,66,255,867,929.2086232008601
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,BS,3037,481,610,991,141,5905.684145286669,2173.155556062081,0.779232,965,123,221,0.05372774386765178,429,173,0.2664194152195757,25,218,0.5767029949144086,34,393,0.5263633819090774,201,412,937,363,842,1809.2799137998195
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,5557,221,701,536,390,8048.058398352112,1050.542553741552,0.662667,107,474,172,0.2849378500670109,72,220,0.9029491549110639,407,153,0.48072675949969956,710,499,0.5516890122886356,978,44,0,371,618,8626.557137857515
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,MD,9784,277,87,827,361,6314.289024171477,1332.1870721589548,0.581056,303,222,183,0.7027960853495496,97,60,0.15563783685821375,53,429,0.5609807872645156,280,124,0.016228338934621833,561,393,160,298,71,8247.703524587174
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,CH,4425,142,663,433,477,4890.228684993427,2789.4442003917693,0.978014,225,276,217,0.7379884592214785,400,152,0.5337251377119642,430,153,0.6828741202282492,975,316,0.6955626323213026,395,248,794,33,533,114.84390246432108
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,SV,2161,112,5,502,125,191.22906754458046,1922.7026548162999,0.904643,172,170,2,0.8259195610252295,1,7,0.7936172039331537,851,93,0.8190778220123185,355,57,0.6440683809263807,179,330,866,292,208,9909.488091241758
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,9673,87,75,117,61,1141.7650283566738,1173.643768806285,0.36849,999,438,78,0.38815680261656516,106,88,0.8352726705568359,631,200,0.12081227857000498,809,293,0.11848872474707228,236,426,8,477,958,4397.555925376171
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,BE,4652,476,163,530,293,9110.01425161415,2271.468773027141,0.137397,769,256,231,0.16518329650116692,487,132,0.5499914012375501,148,257,0.8567461955784558,526,274,0.3042449319782897,790,33,737,354,26,5738.807700319607
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,4576,369,71,263,326,8150.67187825621,2149.603073947132,0.753448,445,496,170,0.23760378914263314,62,37,0.695152147406725,206,98,0.41857722606533987,580,178,0.16136301470736025,425,187,960,440,334,9288.278619692619
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,8433,332,917,835,311,1897.1067914661787,419.0058381361976,0.572571,859,270,75,0.8907527443426421,340,158,0.2610394055479015,279,150,0.4965115756614116,737,136,0.38550459491622047,9,261,233,219,928,3374.6725867609607
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,5949,156,480,286,315,8318.20976589713,1477.3776364790024,0.435514,615,189,188,0.09872081887351813,50,168,0.43673642846698957,546,446,0.5676979569153503,531,17,0.7342014965577225,645,151,87,313,658,8107.565061260503
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,UG,4825,235,862,129,354,4488.966474681676,1283.5184881465968,0.999444,348,9,122,0.6424231252982093,53,173,0.19302793156384135,41,355,0.363200588789649,169,251,0.7906218203321803,100,472,145,445,550,4880.8977904554495
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,3063,194,920,468,423,6620.926438506528,1369.410030509875,0.005687,955,162,112,0.5633958262094937,484,221,0.18641076944749058,188,131,0.2302849006068438,738,435,0.6796738309927607,650,202,208,138,398,2889.0962779224806
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,ML,3372,382,513,370,72,6565.72167219337,2617.452434840607,0.653592,84,87,189,0.5838202889613149,234,168,0.9229276509617925,580,215,0.8659875151986165,223,78,0.017572769184982295,527,290,75,436,295,9273.438156044424
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,7870,22,623,688,89,3540.2904113622335,290.6677119321219,0.778372,942,407,211,0.4971537363053853,23,233,0.8512360000764118,130,252,0.9481207627192462,122,245,0.6190973594779863,163,117,253,168,364,4814.686575357951
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,7437,461,102,790,280,9323.987076145986,2256.4504500111293,0.754956,411,336,239,0.11520106493395799,111,38,0.7277854914707584,710,460,0.5135703075592465,929,274,0.8044828110655764,578,61,188,85,513,5772.298275427344
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,TO,5968,236,312,719,67,7061.65422692478,1204.0347545957866,0.27723,907,442,189,0.17791239489314448,403,122,0.18287206256588884,219,174,0.5769950992520573,868,250,0.48570844575281236,209,175,604,138,850,4875.351762157657
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,1079,470,157,457,308,6744.261021208406,780.6995355928732,0.391074,813,488,151,0.23418125594082717,276,116,0.589437680538494,736,75,0.8714134251116651,718,264,0.018897213717144368,267,274,795,424,340,1063.5352085379213
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,CR,3132,226,774,495,196,5973.712564586328,1902.5308478564189,0.034491,186,288,50,0.5899619340392972,244,92,0.08550732919916526,988,141,0.4903557954125721,475,363,0.9776999470177875,177,272,192,313,327,2494.1281230673553
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,7320,103,516,568,409,940.1951473316594,1700.6919357655922,0.858038,621,98,161,0.8468296793090325,490,50,0.8415725879237728,49,446,0.24880774899376534,418,11,0.5045323385282336,578,339,262,398,603,3092.0821366197247
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,6251,142,453,860,115,292.70281895570236,597.5843607545002,0.592328,784,366,195,0.7520500041539533,393,90,0.41695235219430493,927,114,0.5335583499615765,931,351,0.5373935445065859,97,321,213,40,630,7164.909064104496
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,GH,8315,479,943,239,343,9516.384698340387,1014.8577442105529,0.101134,27,490,241,0.5403225874080896,8,126,0.6470060437692163,616,59,0.912070490992812,155,200,0.16309127444314675,947,356,986,186,295,347.02431636307597
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,SZ,4473,248,433,924,302,4676.460007438025,972.1078310362143,0.11875,1000,139,166,0.9609529412061728,363,72,0.48829742194607173,472,378,0.8001618789047016,921,128,0.7600792879713817,679,463,727,373,826,8836.152809153607
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,6155,260,730,328,301,2817.2591960463756,2481.5161757792434,0.484486,47,47,125,0.8905603627948205,403,14,0.43621779297602425,853,416,0.48601655144873357,464,113,0.07825862466242595,476,7,553,100,888,8034.77346910343
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,3414,198,198,520,308,8777.436393877473,1176.894971264455,0.993742,297,328,1,0.9149601638261755,168,13,0.5728131918275683,560,383,0.7113334314669165,475,402,0.4659568172456874,581,243,755,264,474,628.4831076477626
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,3000,92,35,195,101,1145.4256694859678,683.6155572565257,0.624802,360,470,0,0.9893449884498529,271,129,0.8532033433490712,341,363,0.8892326928135438,852,419,0.2265715627217506,500,140,600,377,461,1190.1534805962522
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,FJ,7125,373,154,346,248,1291.4069666670603,835.69656707455,0.035076,681,164,127,0.16603108580717352,248,52,0.4431579827262555,963,3,0.998905561754506,120,11,0.6566387567265427,869,338,435,259,503,4638.540513299256
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,8579,294,42,736,17,9064.746236485897,1417.3033277441161,0.301761,423,134,129,0.8595326543543108,384,0,0.5869192198521359,8,290,0.7915275607669867,334,118,0.24988091472258744,259,395,910,421,880,7538.766079268287
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,2515,92,92,498,338,5423.419407491437,2716.474739644078,0.879211,564,199,120,0.511364548157537,493,223,0.4584307781677148,34,471,0.4606528546328579,325,331,0.25005206566219584,925,41,45,97,54,5543.477041474378
